"ADM_RATE","CONTROL","net_cost","income_group"
0.7263,"Private",12957,"Q1"
0.486,"Private",33268,"Q1"
0.917,"Private",17354,"Q1"
0.6147,"Private",24451,"Q1"
0.6398,"Public",NA,"Q1"
0.759,"Public",NA,"Q1"
0.6159,"Private",26542,"Q1"
0.6807,"Private",15310,"Q1"
0.826,"Public",NA,"Q1"
0.7253,"Private",14183,"Q1"
0.6689,"Private",10326,"Q1"
0.9183,"Public",NA,"Q1"
0.4365,"Private",24074,"Q1"
0.6125,"Private",8862,"Q1"
0.9378,"Private",12147,"Q1"
0.3326,"Public",NA,"Q1"
0.6865,"Public",NA,"Q1"
0.7659,"Public",NA,"Q1"
0.6284,"Public",NA,"Q1"
0.7809,"Public",NA,"Q1"
0.7313,"Public",NA,"Q1"
0.6538,"Private",10993,"Q1"
0.66,"Public",NA,"Q1"
0.5148,"Private",16117,"Q1"
0.7865,"Public",NA,"Q1"
0.6765,"Private",14292,"Q1"
0.6505,"Private",13211,"Q1"
0.7624,"Public",NA,"Q1"
0.8285,"Public",NA,"Q1"
0.6086,"Private",16471,"Q1"
0.6678,"Public",NA,"Q1"
0.9485,"Private",17677,"Q1"
0.2095,"Private",10300,"Q1"
0.7998,"Private",13114,"Q1"
0.5239,"Private",16946,"Q1"
0.6322,"Private",14989,"Q1"
0.6557,"Private",17186,"Q1"
0.3416,"Private",12117,"Q1"
0.6555,"Public",NA,"Q1"
0.4442,"Public",NA,"Q1"
0.6916,"Public",NA,"Q1"
0.5895,"Private",21378,"Q1"
0.2143,"Private",13404,"Q1"
0.7822,"Public",NA,"Q1"
0.5764,"Public",NA,"Q1"
0.8911,"Public",NA,"Q1"
0.9521,"Private",18290,"Q1"
0.6915,"Private",19962,"Q1"
0.5873,"Private",14407,"Q1"
0.7554,"Private",17144,"Q1"
0.8691,"Public",NA,"Q1"
0.7516,"Private",14657,"Q1"
0.7485,"Private",15152,"Q1"
0.5919,"Private",12359,"Q1"
0.7265,"Private",16822,"Q1"
0.8617,"Private",24273,"Q1"
0.6089,"Private",20606,"Q1"
0.6546,"Public",NA,"Q1"
0.7243,"Private",25943,"Q1"
0.6075,"Public",NA,"Q1"
0.8291,"Public",NA,"Q1"
0.4842,"Private",20407,"Q1"
0.8941,"Public",NA,"Q1"
0.6464,"Public",NA,"Q1"
0.4745,"Private",20933,"Q1"
0.5936,"Public",NA,"Q1"
0.4349,"Public",NA,"Q1"
0.2272,"Public",NA,"Q1"
0.673,"Private",13866,"Q1"
0.6482,"Public",NA,"Q1"
0.8566,"Public",NA,"Q1"
0.6631,"Public",NA,"Q1"
0.4877,"Private",16428,"Q1"
0.6108,"Private",16916,"Q1"
0.8975,"Private",18730,"Q1"
0.8696,"Private",13318,"Q1"
0.5838,"Private",11957,"Q1"
0.6506,"Private",14783,"Q1"
0.8083,"Public",NA,"Q1"
0.7143,"Public",NA,"Q1"
0.9524,"Private",NA,"Q1"
0.8095,"Private",23806,"Q1"
0.6425,"Private",17851,"Q1"
0.6524,"Private",15848,"Q1"
0.643,"Private",20529,"Q1"
0.9091,"Private",NA,"Q1"
0.6629,"Private",19893,"Q1"
0.7611,"Private",22365,"Q1"
0.6774,"Private",16785,"Q1"
0.6095,"Private",14598,"Q1"
0.9728,"Public",NA,"Q1"
0.2218,"Private",14507,"Q1"
0.7861,"Public",NA,"Q1"
0.33,"Public",NA,"Q1"
0.8215,"Public",NA,"Q1"
0.7419,"Public",NA,"Q1"
0.7219,"Public",NA,"Q1"
0.7241,"Public",NA,"Q1"
0.1301,"Private",11078,"Q1"
0.9638,"Private",11810,"Q1"
0.7543,"Private",15955,"Q1"
0.5053,"Public",NA,"Q1"
0.6443,"Private",26163,"Q1"
0.9886,"Private",9608,"Q1"
0.9022,"Private",17216,"Q1"
0.6756,"Private",21176,"Q1"
0.8546,"Public",NA,"Q1"
0.851,"Public",NA,"Q1"
0.1555,"Private",7781,"Q1"
0.5806,"Private",16545,"Q1"
0.719,"Private",17450,"Q1"
0.5778,"Private",18266,"Q1"
0.7514,"Private",19207,"Q1"
0.53,"Private",19205,"Q1"
0.8891,"Public",NA,"Q1"
0.8449,"Public",NA,"Q1"
0.9423,"Public",NA,"Q1"
0.6056,"Private",15689,"Q1"
0.7167,"Private",20493,"Q1"
0.7152,"Private",14035,"Q1"
0.7665,"Private",20492,"Q1"
0.7364,"Private",16773,"Q1"
0.8486,"Public",NA,"Q1"
0.3333,"Private",16035,"Q1"
0.7078,"Public",NA,"Q1"
0.7689,"Private",17269,"Q1"
0.6404,"Public",NA,"Q1"
0.8512,"Public",NA,"Q1"
0.8396,"Public",NA,"Q1"
0.8312,"Private",17367,"Q1"
0.0978,"Private",9858,"Q1"
0.8472,"Private",23571,"Q1"
0.8997,"Private",28494,"Q1"
0.7866,"Private",30269,"Q1"
0.7784,"Public",NA,"Q1"
0.8185,"Public",NA,"Q1"
0.7748,"Public",NA,"Q1"
0.8928,"Private",17923,"Q1"
0.7365,"Private",22533,"Q1"
0.2,"Private",NA,"Q1"
0.5464,"Private",18549,"Q1"
0.6408,"Private",15115,"Q1"
0.9094,"Private",15258,"Q1"
0.7743,"Private",20015,"Q1"
0.7341,"Private",15382,"Q1"
0.8819,"Private",16580,"Q1"
0.7774,"Private",17642,"Q1"
0.779,"Private",16190,"Q1"
0.5923,"Public",NA,"Q1"
0.3287,"Private",30109,"Q1"
0.4129,"Public",NA,"Q1"
0.8037,"Public",NA,"Q1"
0.7791,"Private",15210,"Q1"
0.6532,"Public",NA,"Q1"
0.7778,"Private",NA,"Q1"
0.6547,"Public",NA,"Q1"
0.0741,"Private",5932,"Q1"
0.5526,"Public",NA,"Q1"
0.7187,"Private",17452,"Q1"
0.5859,"Public",NA,"Q1"
0.5951,"Public",NA,"Q1"
0.5401,"Public",NA,"Q1"
0.5,"Private",NA,"Q1"
0.5408,"Private",12898,"Q1"
0.7916,"Private",19542,"Q1"
0.4836,"Private",13591,"Q1"
0.3816,"Private",19400,"Q1"
0.6211,"Public",NA,"Q1"
0.4311,"Public",NA,"Q1"
0.6811,"Public",NA,"Q1"
0.6321,"Public",NA,"Q1"
0.4136,"Public",NA,"Q1"
0.6458,"Public",NA,"Q1"
0.852,"Public",NA,"Q1"
0.7706,"Private",17385,"Q1"
0.6814,"Private",20512,"Q1"
0.634,"Private",25442,"Q1"
0.698,"Private",11715,"Q1"
0.1784,"Private",22872,"Q1"
0.2603,"Private",29726,"Q1"
0.5625,"Private",13045,"Q1"
0.9583,"Private",12486,"Q1"
0.3761,"Private",16364,"Q1"
0.2053,"Private",15943,"Q1"
0.7251,"Private",13130,"Q1"
0.7795,"Private",10289,"Q1"
0.931,"Private",32350,"Q1"
0.6403,"Private",15746,"Q1"
0.2638,"Private",7134,"Q1"
0.5487,"Private",17498,"Q1"
0.0742,"Private",8086,"Q1"
0.1556,"Private",9149,"Q1"
0.8967,"Private",27253,"Q1"
0.2483,"Public",NA,"Q1"
0.3198,"Public",NA,"Q1"
0.9975,"Public",NA,"Q1"
0.341,"Public",NA,"Q1"
0.2972,"Public",NA,"Q1"
0.3405,"Public",NA,"Q1"
0.2328,"Public",NA,"Q1"
0.9141,"Public",NA,"Q1"
0.768,"Public",NA,"Q1"
0.3702,"Public",NA,"Q1"
0.351,"Public",NA,"Q1"
0.7908,"Private",11575,"Q1"
0.4864,"Private",10515,"Q1"
0.7189,"Private",18185,"Q1"
0.7828,"Private",20762,"Q1"
0.7978,"Private",19845,"Q1"
0.4484,"Public",NA,"Q1"
0.4713,"Private",22577,"Q1"
0.2719,"Private",6415,"Q1"
0.8424,"Private",19969,"Q1"
0.4944,"Private",20117,"Q1"
0.5871,"Private",28162,"Q1"
0.9108,"Private",17870,"Q1"
0.9212,"Private",19858,"Q1"
0.666,"Private",20937,"Q1"
0.5505,"Private",-5629,"Q1"
0.0734,"Private",19212,"Q1"
0.8778,"Private",22349,"Q1"
0.619,"Private",14401,"Q1"
0.869,"Private",22022,"Q1"
0.8067,"Private",22351,"Q1"
0.6617,"Private",19067,"Q1"
0.3431,"Private",35595,"Q1"
0.7674,"Private",18682,"Q1"
0.3745,"Private",22779,"Q1"
0.7463,"Private",25600,"Q1"
0.5429,"Private",10911,"Q1"
0.5724,"Private",12590,"Q1"
0.9167,"Private",11403,"Q1"
0.8,"Private",7650,"Q1"
0.2909,"Public",NA,"Q1"
0.7267,"Private",17211,"Q1"
0.86,"Private",16789,"Q1"
0.731,"Private",17314,"Q1"
0.6839,"Private",16517,"Q1"
0.5695,"Private",33048,"Q1"
0.6659,"Private",28398,"Q1"
0.2605,"Private",25441,"Q1"
0.6633,"Private",12372,"Q1"
0.7407,"Private",19148,"Q1"
0.4675,"Private",29895,"Q1"
0.9671,"Private",15616,"Q1"
0.7683,"Private",19651,"Q1"
0.7523,"Private",21088,"Q1"
0.5859,"Private",11107,"Q1"
0.5572,"Private",37539,"Q1"
0.412,"Private",23115,"Q1"
0.726,"Private",14844,"Q1"
0.6016,"Private",20818,"Q1"
0.3568,"Private",15555,"Q1"
0.5664,"Private",15239,"Q1"
0.7999,"Private",14693,"Q1"
0.6433,"Private",8469,"Q1"
0.4643,"Private",13202,"Q1"
0.7751,"Private",17145,"Q1"
0.8224,"Private",14808,"Q1"
0.6166,"Private",22821,"Q1"
0.6805,"Private",16011,"Q1"
0.3505,"Private",8753,"Q1"
0.7538,"Private",9342,"Q1"
0.6277,"Private",13473,"Q1"
0.5316,"Private",25738,"Q1"
0.5494,"Public",NA,"Q1"
0.7824,"Public",NA,"Q1"
0.5867,"Public",NA,"Q1"
0.7309,"Public",NA,"Q1"
0.5264,"Public",NA,"Q1"
0.5898,"Public",NA,"Q1"
0.5545,"Public",NA,"Q1"
0.4287,"Public",NA,"Q1"
0.5652,"Public",NA,"Q1"
0.3948,"Public",NA,"Q1"
0.5052,"Public",NA,"Q1"
0.4754,"Public",NA,"Q1"
0.4774,"Public",NA,"Q1"
0.4853,"Public",NA,"Q1"
0.4683,"Public",NA,"Q1"
0.5154,"Public",NA,"Q1"
0.4566,"Public",NA,"Q1"
0.4359,"Public",NA,"Q1"
0.5073,"Public",NA,"Q1"
0.4863,"Public",NA,"Q1"
0.6837,"Public",NA,"Q1"
0.3319,"Public",NA,"Q1"
0.5804,"Public",NA,"Q1"
0.4564,"Public",NA,"Q1"
0.8053,"Public",NA,"Q1"
0.6396,"Public",NA,"Q1"
0.4949,"Private",18699,"Q1"
0.5866,"Private",12655,"Q1"
0.9689,"Private",16307,"Q1"
0.3728,"Private",12111,"Q1"
0.8542,"Private",18883,"Q1"
0.2411,"Private",4456,"Q1"
0.6988,"Private",20723,"Q1"
0.2952,"Private",13720,"Q1"
0.8438,"Private",NA,"Q1"
0.8216,"Private",22878,"Q1"
0.6323,"Public",NA,"Q1"
0.6759,"Private",21557,"Q1"
0.3107,"Private",10539,"Q1"
0.6983,"Private",20803,"Q1"
0.4058,"Private",18575,"Q1"
0.6154,"Private",17365,"Q1"
0.2561,"Private",9479,"Q1"
0.1342,"Private",6871,"Q1"
0.6217,"Public",NA,"Q1"
0.5715,"Public",NA,"Q1"
0.5398,"Private",19249,"Q1"
0.5496,"Public",NA,"Q1"
0.4817,"Private",20310,"Q1"
0.7831,"Private",13083,"Q1"
0.6818,"Private",24296,"Q1"
0.6418,"Private",28894,"Q1"
0.3904,"Private",11738,"Q1"
0.3668,"Private",16936,"Q1"
0.6806,"Private",17806,"Q1"
0.7122,"Private",15570,"Q1"
0.4151,"Private",15631,"Q1"
0.6447,"Private",17268,"Q1"
0.6232,"Private",20179,"Q1"
0.6122,"Private",23282,"Q1"
0.5429,"Private",14675,"Q1"
0.4979,"Private",11553,"Q1"
0.6964,"Public",NA,"Q1"
0.6403,"Public",NA,"Q1"
0.2759,"Public",NA,"Q1"
0.6852,"Public",NA,"Q1"
0.6002,"Public",NA,"Q1"
0.5033,"Public",NA,"Q1"
0.4521,"Public",NA,"Q1"
0.5001,"Public",NA,"Q1"
0.4676,"Private",16913,"Q1"
0.5419,"Public",NA,"Q1"
0.7204,"Public",NA,"Q1"
0.9609,"Private",19427,"Q1"
0.4884,"Private",14527,"Q1"
0.7686,"Private",20805,"Q1"
0.6738,"Private",23797,"Q1"
0.5449,"Private",18089,"Q1"
0.6721,"Private",NA,"Q1"
0.352,"Private",21854,"Q1"
0.696,"Private",17500,"Q1"
0.793,"Private",13086,"Q1"
0.5565,"Public",NA,"Q1"
0.3766,"Public",NA,"Q1"
0.4868,"Public",NA,"Q1"
0.8307,"Private",10286,"Q1"
0.5662,"Public",NA,"Q1"
0.737,"Public",NA,"Q1"
0.841,"Public",NA,"Q1"
0.9649,"Public",NA,"Q1"
0.7705,"Public",NA,"Q1"
0.2548,"Private",14027,"Q1"
0.7438,"Private",19027,"Q1"
0.6396,"Private",14658,"Q1"
0.5308,"Private",17717,"Q1"
0.7247,"Public",NA,"Q1"
0.7409,"Public",NA,"Q1"
0.6075,"Public",NA,"Q1"
0.7604,"Private",19551,"Q1"
0.4188,"Private",15222,"Q1"
0.7401,"Private",17166,"Q1"
0.3328,"Public",NA,"Q1"
0.6398,"Private",10760,"Q1"
0.7325,"Public",NA,"Q1"
0.6825,"Private",25331,"Q1"
0.5475,"Private",31674,"Q1"
0.6287,"Public",NA,"Q1"
0.8551,"Private",25106,"Q1"
0.5297,"Private",21408,"Q1"
0.4597,"Private",9498,"Q1"
0.6832,"Private",17707,"Q1"
0.9265,"Public",NA,"Q1"
0.5736,"Private",17199,"Q1"
0.8334,"Private",14645,"Q1"
0.8302,"Public",NA,"Q1"
0.3838,"Private",8546,"Q1"
0.8514,"Private",13941,"Q1"
0.6932,"Private",15088,"Q1"
0.7179,"Private",11922,"Q1"
0.6387,"Private",15206,"Q1"
0.7429,"Private",15657,"Q1"
0.6676,"Public",NA,"Q1"
0.5421,"Private",15835,"Q1"
0.712,"Private",22552,"Q1"
0.6349,"Private",15952,"Q1"
0.8755,"Private",12226,"Q1"
0.7596,"Private",13333,"Q1"
0.9024,"Private",15484,"Q1"
0.3041,"Private",10774,"Q1"
0.494,"Private",20714,"Q1"
0.6785,"Private",18075,"Q1"
0.5553,"Public",NA,"Q1"
0.7295,"Public",NA,"Q1"
0.7533,"Private",24543,"Q1"
0.7374,"Private",21210,"Q1"
0.875,"Private",5860,"Q1"
0.7607,"Private",20895,"Q1"
0.3856,"Private",26956,"Q1"
0.9073,"Public",NA,"Q1"
0.5782,"Private",12596,"Q1"
0.7713,"Private",13349,"Q1"
0.4603,"Private",18661,"Q1"
0.8932,"Private",24059,"Q1"
0.5633,"Private",11364,"Q1"
0.6997,"Private",23563,"Q1"
0.8398,"Public",NA,"Q1"
0.9814,"Public",NA,"Q1"
0.4331,"Private",13400,"Q1"
0.7337,"Public",NA,"Q1"
0.598,"Public",NA,"Q1"
0.6321,"Private",15253,"Q1"
0.4767,"Public",NA,"Q1"
0.7602,"Public",NA,"Q1"
0.5646,"Private",13348,"Q1"
0.7198,"Private",19275,"Q1"
0.8044,"Public",NA,"Q1"
0.4354,"Private",19353,"Q1"
0.5445,"Public",NA,"Q1"
0.7992,"Public",NA,"Q1"
0.9026,"Public",NA,"Q1"
0.4059,"Private",20539,"Q1"
0.5592,"Private",17420,"Q1"
0.67,"Public",NA,"Q1"
0.1594,"Private",12444,"Q1"
0.7528,"Private",19978,"Q1"
0.6285,"Private",19244,"Q1"
0.9219,"Private",20598,"Q1"
0.538,"Private",21322,"Q1"
0.7135,"Public",NA,"Q1"
0.3053,"Private",25783,"Q1"
0.7894,"Public",NA,"Q1"
0.7417,"Public",NA,"Q1"
0.6474,"Private",24874,"Q1"
0.8619,"Private",21341,"Q1"
0.6117,"Public",NA,"Q1"
0.668,"Private",21748,"Q1"
0.4853,"Private",12374,"Q1"
0.7304,"Public",NA,"Q1"
0.5274,"Private",18464,"Q1"
0.5784,"Private",20331,"Q1"
0.882,"Public",NA,"Q1"
0.6231,"Private",19711,"Q1"
0.6487,"Private",17619,"Q1"
0.758,"Private",20017,"Q1"
0.7762,"Private",22382,"Q1"
0.8576,"Private",16122,"Q1"
0.5969,"Private",21046,"Q1"
0.8856,"Public",NA,"Q1"
0.3992,"Private",14097,"Q1"
0.2951,"Private",19934,"Q1"
0.7428,"Private",19229,"Q1"
0.9269,"Public",NA,"Q1"
0.9522,"Private",14361,"Q1"
0.2549,"Private",23362,"Q1"
0.588,"Private",15807,"Q1"
0.6077,"Private",14028,"Q1"
0.5785,"Private",19341,"Q1"
0.9348,"Public",NA,"Q1"
0.0484,"Private",370,"Q1"
0.6834,"Private",21327,"Q1"
0.4444,"Private",15278,"Q1"
0.815,"Private",24908,"Q1"
0.7409,"Private",19166,"Q1"
0.7844,"Public",NA,"Q1"
0.6409,"Private",19245,"Q1"
0.8735,"Public",NA,"Q1"
0.6957,"Private",18683,"Q1"
0.875,"Private",15659,"Q1"
0.3931,"Private",10475,"Q1"
0.8042,"Private",16522,"Q1"
0.6802,"Private",24103,"Q1"
0.4163,"Private",12102,"Q1"
0.6591,"Private",19772,"Q1"
0.6836,"Private",21145,"Q1"
0.2349,"Private",5685,"Q1"
0.7585,"Private",11503,"Q1"
0.7964,"Private",23398,"Q1"
0.9049,"Public",NA,"Q1"
0.7409,"Private",15902,"Q1"
0.7205,"Private",12065,"Q1"
0.7151,"Private",19304,"Q1"
0.8179,"Public",NA,"Q1"
0.5565,"Private",13490,"Q1"
0.8021,"Private",22355,"Q1"
0.3414,"Private",9747,"Q1"
0.5813,"Private",16066,"Q1"
0.6686,"Private",19952,"Q1"
0.3084,"Private",16142,"Q1"
0.6133,"Public",NA,"Q1"
0.8777,"Public",NA,"Q1"
0.625,"Private",NA,"Q1"
0.7162,"Private",15998,"Q1"
0.455,"Private",18108,"Q1"
0.9229,"Public",NA,"Q1"
0.713,"Private",19018,"Q1"
0.7536,"Private",14875,"Q1"
0.659,"Private",20214,"Q1"
0.7186,"Public",NA,"Q1"
0.6489,"Private",19924,"Q1"
0.5632,"Private",27421,"Q1"
0.7995,"Private",17176,"Q1"
0.6876,"Private",17218,"Q1"
0.4616,"Private",14567,"Q1"
0.5531,"Private",20317,"Q1"
0.7951,"Private",14990,"Q1"
0.8408,"Public",NA,"Q1"
0.8186,"Public",NA,"Q1"
0.8519,"Public",NA,"Q1"
0.8307,"Public",NA,"Q1"
0.7994,"Public",NA,"Q1"
0.7905,"Public",NA,"Q1"
0.8634,"Public",NA,"Q1"
0.542,"Public",NA,"Q1"
0.7774,"Public",NA,"Q1"
0.845,"Public",NA,"Q1"
0.8406,"Private",23414,"Q1"
0.3614,"Private",20967,"Q1"
0.1224,"Private",3847,"Q1"
0.6408,"Private",19424,"Q1"
0.7539,"Private",29211,"Q1"
0.5131,"Private",17070,"Q1"
0.5635,"Private",24241,"Q1"
0.8532,"Public",NA,"Q1"
0.9311,"Public",NA,"Q1"
0.9038,"Public",NA,"Q1"
0.5613,"Public",NA,"Q1"
0.7393,"Private",20216,"Q1"
0.281,"Private",15356,"Q1"
0.8051,"Private",17901,"Q1"
0.7606,"Private",18150,"Q1"
0.7873,"Private",27628,"Q1"
0.6875,"Private",14361,"Q1"
0.7503,"Private",23063,"Q1"
0.652,"Private",18396,"Q1"
0.8387,"Private",24502,"Q1"
0.8341,"Public",NA,"Q1"
0.6698,"Public",NA,"Q1"
0.8571,"Private",NA,"Q1"
0.7233,"Private",15685,"Q1"
0.1432,"Private",10832,"Q1"
0.3818,"Public",NA,"Q1"
0.7273,"Private",9024,"Q1"
0.6387,"Public",NA,"Q1"
0.6633,"Private",17751,"Q1"
0.7484,"Private",31066,"Q1"
0.489,"Private",20259,"Q1"
0.25,"Private",20186,"Q1"
0.3973,"Private",20398,"Q1"
0.7523,"Private",13414,"Q1"
0.5156,"Public",NA,"Q1"
0.1296,"Private",8403,"Q1"
0.7336,"Private",16913,"Q1"
0.6726,"Private",24147,"Q1"
0.7598,"Private",20022,"Q1"
0.7351,"Private",17098,"Q1"
0.0918,"Private",5234,"Q1"
0.7655,"Private",26524,"Q1"
0.7602,"Private",22311,"Q1"
0.5979,"Private",20605,"Q1"
0.6915,"Public",NA,"Q1"
0.7871,"Public",NA,"Q1"
0.2731,"Private",32629,"Q1"
0.8098,"Private",23994,"Q1"
0.6706,"Private",24849,"Q1"
0.6502,"Private",15131,"Q1"
0.6887,"Private",14462,"Q1"
0.937,"Private",16767,"Q1"
0.7031,"Public",NA,"Q1"
0.8041,"Public",NA,"Q1"
0.526,"Private",16896,"Q1"
0.5787,"Public",NA,"Q1"
0.5326,"Private",15889,"Q1"
0.6499,"Private",15117,"Q1"
0.5201,"Private",16974,"Q1"
0.5667,"Public",NA,"Q1"
0.6397,"Private",13167,"Q1"
0.4216,"Public",NA,"Q1"
0.5322,"Private",20332,"Q1"
0.5908,"Private",18405,"Q1"
0.5791,"Private",13639,"Q1"
0.66,"Private",12256,"Q1"
0.5122,"Public",NA,"Q1"
0.7304,"Public",NA,"Q1"
0.606,"Public",NA,"Q1"
0.888,"Public",NA,"Q1"
0.7313,"Public",NA,"Q1"
0.5456,"Public",NA,"Q1"
0.7404,"Public",NA,"Q1"
0.5079,"Public",NA,"Q1"
0.6422,"Public",NA,"Q1"
0.8812,"Private",10077,"Q1"
0.7225,"Public",NA,"Q1"
0.688,"Private",24441,"Q1"
0.6809,"Private",13828,"Q1"
0.8924,"Public",NA,"Q1"
0.8297,"Public",NA,"Q1"
0.9334,"Public",NA,"Q1"
0.8608,"Public",NA,"Q1"
0.919,"Public",NA,"Q1"
0.969,"Private",15872,"Q1"
0.8788,"Public",NA,"Q1"
0.8595,"Public",NA,"Q1"
0.463,"Private",6313,"Q1"
0.7987,"Private",23423,"Q1"
0.5103,"Private",17998,"Q1"
0.3762,"Private",10968,"Q1"
0.6657,"Private",11809,"Q1"
0.4745,"Private",6032,"Q1"
0.473,"Private",14833,"Q1"
0.527,"Private",17931,"Q1"
0.8649,"Public",NA,"Q1"
0.9203,"Private",16510,"Q1"
0.5464,"Private",10333,"Q1"
0.6377,"Private",12426,"Q1"
0.4916,"Private",10596,"Q1"
0.9165,"Private",11297,"Q1"
0.6995,"Private",7094,"Q1"
0.7259,"Private",10644,"Q1"
0.3978,"Private",15491,"Q1"
0.6841,"Public",NA,"Q1"
0.6996,"Public",NA,"Q1"
0.683,"Private",9776,"Q1"
0.4226,"Public",NA,"Q1"
0.5816,"Private",20839,"Q1"
0.5764,"Private",17008,"Q1"
0.9922,"Public",NA,"Q1"
0.6027,"Private",7397,"Q1"
0.3826,"Private",13057,"Q1"
0.7757,"Public",NA,"Q1"
0.7249,"Public",NA,"Q1"
0.7668,"Public",NA,"Q1"
0.9316,"Public",NA,"Q1"
0.7843,"Private",14563,"Q1"
0.772,"Private",14529,"Q1"
0.7225,"Private",17415,"Q1"
0.7412,"Private",18354,"Q1"
0.1274,"Private",7411,"Q1"
0.9974,"Public",NA,"Q1"
0.4894,"Private",20836,"Q1"
0.8049,"Public",NA,"Q1"
0.5861,"Private",17558,"Q1"
0.5747,"Private",26425,"Q1"
0.8065,"Private",22581,"Q1"
0.4685,"Private",20982,"Q1"
0.9258,"Public",NA,"Q1"
0.423,"Private",17806,"Q1"
0.5516,"Private",16994,"Q1"
0.9011,"Private",19807,"Q1"
0.7362,"Private",16298,"Q1"
0.6818,"Public",NA,"Q1"
0.3759,"Private",18931,"Q1"
0.7318,"Private",19459,"Q1"
0.9509,"Public",NA,"Q1"
0.5102,"Public",NA,"Q1"
0.5841,"Public",NA,"Q1"
0.5382,"Private",14845,"Q1"
0.9307,"Private",17449,"Q1"
0.7682,"Public",NA,"Q1"
0.4785,"Public",NA,"Q1"
0.4066,"Private",15696,"Q1"
0.9489,"Private",16257,"Q1"
0.8468,"Private",19980,"Q1"
0.5924,"Private",15575,"Q1"
0.7178,"Public",NA,"Q1"
0.5969,"Public",NA,"Q1"
0.2578,"Private",9683,"Q1"
0.6561,"Private",14512,"Q1"
0.6217,"Public",NA,"Q1"
0.4232,"Public",NA,"Q1"
0.1674,"Private",7799,"Q1"
0.7853,"Private",14963,"Q1"
0.7724,"Private",16940,"Q1"
0.6499,"Public",NA,"Q1"
0.9262,"Private",15928,"Q1"
0.5823,"Private",16667,"Q1"
0.507,"Private",19647,"Q1"
0.3486,"Private",20089,"Q1"
0.5217,"Private",14871,"Q1"
0.5687,"Public",NA,"Q1"
0.7508,"Public",NA,"Q1"
0.522,"Public",NA,"Q1"
0.5682,"Public",NA,"Q1"
0.881,"Public",NA,"Q1"
0.6947,"Public",NA,"Q1"
0.5998,"Public",NA,"Q1"
0.4019,"Public",NA,"Q1"
0.5857,"Public",NA,"Q1"
0.9981,"Public",NA,"Q1"
0.8203,"Public",NA,"Q1"
0.4739,"Private",18556,"Q1"
0.5087,"Private",15108,"Q1"
0.8401,"Public",NA,"Q1"
0.7327,"Public",NA,"Q1"
0.4503,"Public",NA,"Q1"
0.663,"Public",NA,"Q1"
0.2992,"Private",17293,"Q1"
0.8603,"Public",NA,"Q1"
0.6393,"Private",15376,"Q1"
0.9862,"Private",11859,"Q1"
0.7403,"Public",NA,"Q1"
0.4942,"Private",9848,"Q1"
0.3604,"Private",8239,"Q1"
0.5709,"Public",NA,"Q1"
0.9674,"Public",NA,"Q1"
0.8174,"Public",NA,"Q1"
0.7517,"Private",19062,"Q1"
0.9205,"Public",NA,"Q1"
0.7079,"Private",25184,"Q1"
0.9688,"Public",NA,"Q1"
0.9934,"Public",NA,"Q1"
0.1716,"Private",7357,"Q1"
0.6349,"Private",20547,"Q1"
0.7511,"Private",17036,"Q1"
0.8257,"Public",NA,"Q1"
0.7755,"Public",NA,"Q1"
0.5493,"Private",15471,"Q1"
0.3321,"Public",NA,"Q1"
0.8514,"Private",16635,"Q1"
0.5902,"Public",NA,"Q1"
0.4106,"Private",20717,"Q1"
0.6505,"Private",18325,"Q1"
0.7411,"Private",13567,"Q1"
0.6203,"Public",NA,"Q1"
0.5486,"Private",18361,"Q1"
0.3605,"Private",20841,"Q1"
0.6356,"Public",NA,"Q1"
0.2165,"Private",23347,"Q1"
0.8136,"Public",NA,"Q1"
0.6369,"Private",20451,"Q1"
0.8835,"Private",16641,"Q1"
0.8096,"Public",NA,"Q1"
0.8252,"Private",19828,"Q1"
0.6499,"Public",NA,"Q1"
0.7679,"Public",NA,"Q1"
0.7831,"Public",NA,"Q1"
0.637,"Private",19950,"Q1"
0.5572,"Public",NA,"Q1"
0.5714,"Private",NA,"Q1"
0.3116,"Private",8599,"Q1"
0.0385,"Private",NA,"Q1"
0.7281,"Private",19681,"Q1"
0.8456,"Private",21930,"Q1"
0.7449,"Public",NA,"Q1"
0.7028,"Public",NA,"Q1"
0.6913,"Public",NA,"Q1"
0.2999,"Public",NA,"Q1"
0.4732,"Public",NA,"Q1"
0.9459,"Public",NA,"Q1"
0.5848,"Private",17922,"Q1"
0.9311,"Private",19840,"Q1"
0.1843,"Private",5586,"Q1"
0.5196,"Public",NA,"Q1"
0.8216,"Public",NA,"Q1"
0.5917,"Private",31163,"Q1"
0.7967,"Public",NA,"Q1"
0.9709,"Public",NA,"Q1"
0.6651,"Private",21095,"Q1"
0.972,"Private",14831,"Q1"
0.7676,"Private",17051,"Q1"
0.8522,"Private",22973,"Q1"
0.876,"Private",12911,"Q1"
0.7214,"Private",17532,"Q1"
0.7323,"Private",27019,"Q1"
0.9286,"Private",19231,"Q1"
0.8208,"Public",NA,"Q1"
0.5523,"Public",NA,"Q1"
0.8371,"Public",NA,"Q1"
0.5696,"Private",16483,"Q1"
0.6452,"Private",18555,"Q1"
0.9091,"Private",11908,"Q1"
0.4091,"Private",751,"Q1"
0.4267,"Public",NA,"Q1"
0.6905,"Private",20368,"Q1"
0.457,"Public",NA,"Q1"
0.6649,"Public",NA,"Q1"
